event_id,user_id,day,margin_kopecks,cancelled
3443,1690,9,968,0
3444,1690,9,1349,0
3445,1690,0,1157,0
3446,1690,2,1582,0
3447,1690,3,928,0
3448,1692,11,1161,0
3449,1692,12,1421,0
3450,1692,9,1220,0
3451,1692,11,955,0
3452,1692,4,1572,0
3453,1694,7,1096,0
3454,1695,4,922,0
3455,1696,9,838,0
3456,1696,12,1089,0
3457,1696,13,891,0
3458,1696,6,817,0
3459,1697,7,906,0
3460,1697,4,969,0
3461,1698,8,1126,0
3462,1699,13,1123,0
3463,1699,7,1270,0
3464,1700,8,874,0
3465,1700,13,1593,0
3466,1701,13,1181,0
3467,1701,11,1130,0
3468,1702,13,1146,0
3469,1702,4,1197,0
3470,1702,11,984,0
3471,1703,4,1352,0
3472,1703,4,1135,0
3473,1703,8,1379,0
3474,1704,2,1197,0
3475,1705,3,1598,0
3476,1706,3,1462,0
3477,1706,7,1108,0
3478,1707,5,997,0
3479,1707,7,1600,0
3480,1707,9,1006,0
3481,1707,8,870,0
3482,1708,7,1405,0
3483,1708,0,945,0
3484,1709,5,1542,0
3485,1709,13,830,0
3486,1710,6,824,0
3487,1711,3,1173,0
3488,1711,8,1128,0
3489,1711,6,1118,0
3490,1711,7,989,0
3491,1712,13,1307,0
3492,1713,13,816,0
3493,1715,4,1393,0
3494,1716,10,993,0
3495,1716,7,979,0
3496,1716,13,840,0
3497,1718,8,1325,0
3498,1719,2,1260,0
3499,1719,9,988,0
3500,1719,5,891,0
3501,1720,4,991,0
3502,1721,13,1559,0
3503,1721,8,1198,0
3504,1721,8,1464,0
3505,1721,6,1504,0
3506,1721,4,950,0
3507,1722,8,1473,0
3508,1723,2,857,0
3509,1723,1,0,1
3510,1723,4,885,0
3511,1723,8,1072,0
3512,1723,0,813,0
3513,1725,12,1525,0
3514,1725,13,1167,0
3515,1726,5,836,0
3516,1726,7,1077,0
3517,1726,2,1014,0
3518,1727,6,1094,0
3519,1727,13,857,0
3520,1729,3,1527,0
3521,1730,8,826,0
3522,1730,4,1360,0
3523,1730,6,1031,0
3524,1730,7,1531,0
3525,1733,1,1315,0
3526,1733,11,858,0
3527,1736,3,895,0
3528,1738,6,928,0
3529,1740,2,1362,0
3530,1740,4,1568,0
3531,1743,6,934,0
3532,1743,11,993,0
3533,1743,8,1502,0
3534,1743,5,1183,0
3535,1744,8,875,0
3536,1744,4,1274,0
3537,1744,8,1451,0
3538,1745,7,1211,0
3539,1745,7,1398,0
3540,1746,7,1554,0
3541,1746,1,1306,0
3542,1746,9,1491,0
3543,1747,3,1397,0
3544,1748,4,1277,0
3545,1748,2,1038,0
3546,1748,1,1533,0
3547,1748,5,1401,0
3548,1748,12,1367,0
3549,1749,7,897,0
3550,1749,5,1418,0
3551,1749,11,1358,0
3552,1749,3,1363,0
3553,1751,6,1519,0
3554,1751,1,1574,0
3555,1751,12,1404,0
3556,1752,4,891,0
3557,1752,6,1386,0
3558,1753,6,834,0
3559,1753,8,1278,0
3560,1754,7,1004,0
3561,1755,13,0,1
3562,1755,10,834,0
3563,1756,1,1549,0
3564,1756,6,0,1
3565,1756,12,1408,0
3566,1756,1,1480,0
3567,1758,0,1003,0
3568,1759,3,1551,0
3569,1760,8,1012,0
3570,1760,2,1172,0
3571,1760,2,1506,0
3572,1761,13,1568,0
3573,1761,4,1545,0
3574,1761,13,1270,0
3575,1761,6,1379,0
3576,1762,2,1371,0
3577,1763,6,1249,0
3578,1763,0,1082,0
3579,1764,13,986,0
3580,1765,9,824,0
3581,1765,11,989,0
3582,1766,11,1486,0
3583,1767,7,871,0
3584,1767,7,1466,0
3585,1767,8,848,0
3586,1767,7,826,0
3587,1767,12,1477,0
3588,1768,3,1130,0
3589,1768,8,1089,0
3590,1768,8,1502,0
3591,1769,12,1246,0
3592,1770,7,858,0
3593,1771,10,1203,0
3594,1771,8,1002,0
3595,1773,7,1053,0
3596,1773,0,933,0
3597,1773,5,1266,0
3598,1773,12,1295,0
3599,1773,7,1176,0
3600,1774,2,1518,0
3601,1774,11,1484,0
3602,1775,3,1365,0
3603,1777,10,1269,0
3604,1777,5,931,0
3605,1777,6,910,0
3606,1777,8,1257,0
3607,1778,12,1174,0
3608,1778,1,1007,0
3609,1778,9,880,0
3610,1779,1,1089,0
3611,1779,12,1406,0
3612,1779,13,0,1
3613,1779,9,1378,0
3614,1779,7,1446,0
3615,1780,1,1582,0
3616,1780,10,895,0
3617,1781,10,1379,0
3618,1781,13,1366,0
3619,1781,12,1503,0
3620,1781,0,1295,0
3621,1783,4,1565,0
3622,1783,6,1439,0
3623,1783,9,1352,0
3624,1783,1,894,0
3625,1783,4,1239,0
3626,1783,7,1197,0
3627,1784,3,1146,0
3628,1785,6,1512,0
3629,1785,9,1535,0
3630,1785,7,1449,0
3631,1785,13,1524,0
3632,1785,10,1013,0
3633,1786,1,1438,0
3634,1786,4,950,0
3635,1786,4,816,0
3636,1786,10,0,1
3637,1786,0,1561,0
3638,1786,0,1197,0
3639,1786,13,1138,0
3640,1787,6,924,0
3641,1787,10,975,0
3642,1787,2,1102,0
3643,1790,2,1232,0
3644,1790,11,1437,0
3645,1791,7,1343,0
3646,1791,2,1453,0
3647,1791,4,1144,0
3648,1791,7,0,1
3649,1792,0,1068,0
3650,1792,3,1064,0
3651,1793,10,1477,0
3652,1794,6,1115,0
3653,1794,4,1223,0
3654,1795,10,1476,0
3655,1797,12,0,1
3656,1797,11,955,0
3657,1797,8,1375,0
3658,1797,1,1392,0
3659,1797,11,1014,0
3660,1798,8,1555,0
3661,1798,9,1227,0
3662,1800,6,837,0
3663,1800,9,1596,0
3664,1800,5,1056,0
3665,1801,12,1095,0
3666,1803,12,1011,0
3667,1803,11,1360,0
3668,1804,5,1424,0
3669,1804,9,1281,0
3670,1804,3,1405,0
3671,1804,12,846,0
3672,1806,3,877,0
3673,1806,3,1219,0
3674,1806,0,1154,0
3675,1806,0,1511,0
3676,1808,9,1107,0
3677,1809,0,1422,0
3678,1809,10,979,0
3679,1810,5,1066,0
3680,1811,4,863,0
3681,1812,9,1534,0
3682,1812,12,950,0
3683,1813,10,1496,0
3684,1813,4,1525,0
3685,1813,8,1159,0
3686,1813,8,914,0
3687,1813,11,856,0
3688,1813,4,1016,0
3689,1813,9,1378,0
3690,1813,12,983,0
3691,1813,10,1286,0
3692,1814,3,1292,0
3693,1814,12,1072,0
3694,1815,2,874,0
3695,1815,8,1241,0
3696,1817,4,1396,0
3697,1817,8,1394,0
3698,1818,6,1076,0
3699,1820,2,847,0
3700,1820,12,1258,0
3701,1820,3,1334,0
3702,1821,5,1175,0
3703,1821,7,919,0
3704,1821,4,924,0
3705,1821,13,1542,0
3706,1822,0,823,0
3707,1822,11,825,0
3708,1822,6,1038,0
3709,1822,1,805,0
3710,1823,12,1088,0
3711,1823,0,1340,0
3712,1823,13,829,0
3713,1823,7,1285,0
3714,1824,6,925,0
3715,1824,1,1477,0
3716,1824,0,909,0
3717,1825,5,1155,0
3718,1825,2,1446,0
3719,1826,8,1178,0
3720,1827,3,1202,0
3721,1828,5,1179,0
3722,1828,2,1416,0
3723,1828,2,897,0
3724,1829,4,1441,0
3725,1829,10,1396,0
3726,1829,0,1383,0
3727,1829,11,1048,0
3728,1830,4,1504,0
3729,1830,3,1551,0
3730,1830,8,949,0
3731,1830,8,1185,0
3732,1831,12,1333,0
3733,1831,9,1099,0
3734,1831,12,1525,0
3735,1833,3,991,0
3736,1833,3,944,0
3737,1833,12,1420,0
3738,1834,5,1019,0
3739,1834,3,1438,0
3740,1836,13,1437,0
3741,1836,9,1185,0
3742,1837,0,1209,0
3743,1837,13,1232,0
3744,1837,12,860,0
3745,1837,9,1541,0
3746,1838,10,0,1
3747,1839,8,1171,0
3748,1839,11,1586,0
3749,1839,12,896,0
3750,1840,4,1387,0
3751,1842,4,1063,0
3752,1842,0,869,0
3753,1842,1,1234,0
3754,1842,3,817,0
3755,1842,12,1146,0
3756,1842,2,1466,0
3757,1842,7,848,0
3758,1842,9,828,0
3759,1842,4,1315,0
3760,1843,3,1488,0
3761,1843,9,1312,0
3762,1843,5,1281,0
3763,1843,4,1418,0
3764,1844,3,1515,0
3765,1844,9,1592,0
3766,1844,0,1319,0
3767,1844,7,802,0
3768,1844,6,1188,0
3769,1845,7,1097,0
3770,1845,0,1137,0
3771,1845,4,1529,0
3772,1847,4,1237,0
3773,1847,10,1061,0
3774,1847,5,1173,0
3775,1847,8,1518,0
3776,1847,6,1413,0
3777,1847,11,1431,0
3778,1847,10,0,1
3779,1848,13,1552,0
3780,1849,3,1467,0
3781,1849,0,1437,0
3782,1852,2,1271,0
3783,1852,6,1104,0
3784,1852,9,833,0
3785,1852,11,1290,0
3786,1852,6,1126,0
3787,1853,4,1006,0
3788,1853,7,1044,0
3789,1853,11,900,0
3790,1854,11,1240,0
3791,1855,4,1426,0
3792,1855,2,911,0
3793,1855,5,1444,0
3794,1856,5,1035,0
3795,1857,3,904,0
3796,1857,10,1295,0
3797,1858,10,1480,0
3798,1858,0,928,0
3799,1858,8,0,1
3800,1858,13,1165,0
3801,1859,9,1428,0
3802,1859,4,1121,0
3803,1859,10,1205,0
3804,1860,9,1341,0
3805,1860,3,933,0
3806,1863,13,849,0
3807,1864,13,886,0
3808,1865,2,0,1
3809,1866,3,1553,0
3810,1866,11,928,0
3811,1866,10,1588,0
3812,1867,0,1178,0
3813,1868,6,1559,0
3814,1868,7,893,0
3815,1868,2,1317,0
3816,1870,7,1452,0
3817,1870,5,1410,0
3818,1870,3,1380,0
3819,1870,6,878,0
3820,1871,12,1493,0
3821,1871,13,1109,0
3822,1872,12,1004,0
3823,1872,4,1244,0
3824,1872,12,1167,0
3825,1873,7,1553,0
3826,1874,2,818,0
3827,1875,2,1283,0
3828,1876,5,1565,0
3829,1877,8,1418,0
3830,1877,3,1004,0
3831,1877,12,1247,0
3832,1878,13,0,1
3833,1878,2,1178,0
3834,1879,12,0,1
3835,1879,2,1444,0
3836,1879,1,881,0
3837,1879,7,1050,0
3838,1880,11,973,0
3839,1880,0,1075,0
3840,1883,6,986,0
3841,1884,11,1312,0
3842,1884,3,1122,0
3843,1885,8,1092,0
3844,1886,8,1098,0
3845,1887,8,1062,0
3846,1887,0,1386,0
3847,1890,10,1283,0
3848,1890,0,1472,0
3849,1890,0,1567,0
3850,1891,9,1031,0
3851,1891,5,919,0
3852,1892,12,1408,0
3853,1892,13,957,0
3854,1893,12,1268,0
3855,1893,5,973,0
3856,1893,0,1264,0
3857,1893,8,835,0
3858,1894,2,1100,0
3859,1894,6,879,0
3860,1894,11,962,0
3861,1894,11,1233,0
3862,1894,10,1185,0
3863,1896,12,1004,0
3864,1896,9,1135,0
3865,1896,13,816,0
3866,1897,10,1104,0
3867,1897,0,1068,0
3868,1897,13,1076,0
3869,1898,5,1170,0
3870,1899,8,880,0
3871,1900,9,1193,0
3872,1902,5,1471,0
3873,1902,9,1303,0
3874,1902,12,1423,0
3875,1902,8,1457,0
3876,1902,4,1191,0
3877,1902,7,1303,0
3878,1905,4,1409,0
3879,1905,9,1410,0
3880,1905,4,1152,0
3881,1905,8,1018,0
3882,1905,11,1049,0
3883,1905,6,1194,0
3884,1906,12,1003,0
3885,1906,5,1581,0
3886,1906,8,846,0
3887,1906,5,0,1
3888,1907,4,0,1
3889,1907,8,1498,0
3890,1908,7,1589,0
3891,1908,12,1340,0
3892,1908,5,996,0
3893,1908,13,1229,0
3894,1909,4,1376,0
3895,1910,11,0,1
3896,1913,9,1580,0
3897,1913,9,1219,0
3898,1913,7,1243,0
3899,1914,13,1483,0
3900,1914,12,1425,0
3901,1914,3,1541,0
3902,1915,11,989,0
3903,1915,1,857,0
3904,1915,0,1317,0
3905,1916,9,1323,0
3906,1917,1,1529,0
3907,1917,0,841,0
3908,1917,0,1476,0
3909,1919,2,1081,0
3910,1919,11,1198,0
3911,1920,7,1599,0
3912,1921,7,1407,0
3913,1923,12,1024,0
3914,1923,11,821,0
3915,1923,8,1317,0
3916,1923,12,1388,0
3917,1924,8,1478,0
3918,1924,12,1472,0
3919,1924,11,1328,0
3920,1925,5,1440,0
3921,1925,8,1268,0
3922,1926,11,1385,0
3923,1929,7,1548,0
3924,1930,3,1363,0
3925,1930,9,840,0
3926,1930,0,875,0
3927,1930,5,1413,0
3928,1930,13,1586,0
3929,1931,8,1068,0
3930,1931,4,1337,0
3931,1932,6,1313,0
3932,1932,4,1262,0
3933,1932,7,1481,0
3934,1933,1,1088,0
3935,1933,1,1267,0
3936,1934,2,1315,0
3937,1934,12,1113,0
3938,1934,9,1152,0
3939,1934,6,1532,0
3940,1934,3,1227,0
3941,1934,1,1264,0
3942,1935,4,1018,0
3943,1935,3,1016,0
3944,1935,4,828,0
3945,1937,2,1416,0
3946,1937,0,1145,0
3947,1937,9,847,0
3948,1937,10,947,0
3949,1938,9,1169,0
3950,1938,0,1337,0
3951,1938,2,930,0
3952,1940,0,1033,0
3953,1941,8,1385,0
3954,1941,9,990,0
3955,1941,8,1574,0
3956,1942,11,1465,0
3957,1942,10,989,0
3958,1942,9,1052,0
3959,1942,2,993,0
3960,1943,12,1460,0
3961,1944,13,1001,0
3962,1944,12,943,0
3963,1944,5,1215,0
3964,1944,11,1494,0
3965,1945,8,1098,0
3966,1945,6,960,0
3967,1945,4,1108,0
3968,1945,6,0,1
3969,1946,11,801,0
3970,1947,6,852,0
3971,1947,8,1229,0
3972,1947,7,1302,0
3973,1948,2,1425,0
3974,1949,6,1034,0
3975,1949,13,1133,0
3976,1950,3,1145,0
3977,1950,2,951,0
3978,1950,0,1598,0
3979,1950,12,971,0
3980,1952,2,898,0
3981,1953,8,0,1
3982,1953,11,1567,0
3983,1953,11,0,1
3984,1953,2,1335,0
3985,1953,7,1221,0
3986,1954,2,1097,0
3987,1954,0,1403,0
3988,1954,6,0,1
3989,1954,9,943,0
3990,1954,5,833,0
3991,1954,13,1597,0
3992,1954,9,1567,0
3993,1954,8,1508,0
3994,1955,2,1180,0
3995,1956,5,834,0
3996,1956,5,1029,0
3997,1956,4,1153,0
3998,1957,7,801,0
3999,1957,3,1428,0
4000,1959,9,801,0
4001,1959,10,809,0
4002,1959,3,1497,0
4003,1960,9,1228,0
4004,1960,5,1150,0
4005,1961,11,893,0
4006,1961,0,1343,0
4007,1961,9,1509,0
4008,1961,7,1581,0
4009,1962,8,1034,0
4010,1963,13,1475,0
4011,1963,13,1162,0
4012,1963,2,1187,0
4013,1963,2,1468,0
4014,1965,1,1093,0
4015,1966,12,811,0
4016,1966,13,1398,0
4017,1967,8,0,1
4018,1969,8,1324,0
4019,1970,3,909,0
4020,1970,11,1542,0
4021,1970,5,1123,0
4022,1970,4,1013,0
4023,1970,12,1336,0
4024,1971,6,1433,0
4025,1971,9,1076,0
4026,1974,9,1431,0
4027,1975,10,1547,0
4028,1975,5,1575,0
4029,1977,12,1057,0
4030,1978,8,1202,0
4031,1978,12,1412,0
4032,1981,2,1441,0
4033,1981,3,946,0
4034,1981,4,1432,0
4035,1981,12,1437,0
4036,1982,13,1360,0
4037,1982,11,1492,0
4038,1982,11,1530,0
4039,1983,13,1477,0
4040,1984,4,1489,0
4041,1984,5,1458,0
4042,1984,8,1308,0
4043,1984,0,1090,0
4044,1985,12,992,0
4045,1985,3,1382,0
4046,1985,1,1151,0
4047,1985,3,843,0
4048,1985,12,1009,0
4049,1986,10,1000,0
4050,1986,13,0,1
4051,1988,3,1477,0
4052,1988,4,938,0
4053,1988,5,1284,0
4054,1988,5,1288,0
4055,1988,8,1107,0
4056,1990,12,1181,0
4057,1992,11,906,0
4058,1993,3,933,0
4059,1993,3,1468,0
4060,1993,6,1346,0
4061,1993,0,1166,0
4062,1994,7,1124,0
4063,1995,13,0,1
4064,1998,0,1085,0
4065,1999,1,1271,0
4066,1999,12,1293,0
4067,1999,10,1574,0
4068,1999,5,1461,0
4069,2000,2,1352,0
4070,2001,1,1361,0
4071,2001,6,1573,0
4072,2001,1,1509,0
4073,2003,8,1163,0
4074,2004,4,1091,0
4075,2006,13,1490,0
4076,2007,6,1333,0
4077,2007,3,1334,0
4078,2007,11,1059,0
4079,2008,8,0,1
4080,2008,8,1123,0
4081,2008,1,1443,0
4082,2008,7,1084,0
4083,2008,4,1414,0
4084,2010,11,815,0
4085,2010,6,1431,0
4086,2013,0,1486,0
4087,2013,10,1324,0
4088,2014,10,912,0
4089,2014,5,1261,0
4090,2017,6,1272,0
4091,2017,2,1349,0
4092,2017,0,0,1
4093,2017,3,1567,0
4094,2017,1,939,0
4095,2017,4,1353,0
4096,2017,11,1216,0
4097,2018,12,0,1
4098,2018,11,1132,0
4099,2019,8,937,0
4100,2019,0,854,0
4101,2019,7,934,0
4102,2020,5,961,0
4103,2020,9,1407,0
4104,2020,8,833,0
4105,2020,4,1366,0
4106,2020,8,836,0
4107,2020,8,808,0
4108,2020,5,1406,0
4109,2021,9,0,1
4110,2021,1,1256,0
4111,2021,3,952,0
4112,2022,9,1277,0
4113,2024,11,1311,0
4114,2024,5,1527,0
4115,2025,12,938,0
4116,2025,6,1116,0
4117,2026,7,1394,0
4118,2027,5,1005,0
4119,2027,10,1309,0
4120,2028,8,1542,0
4121,2029,0,855,0
4122,2029,13,861,0
4123,2030,12,1344,0
4124,2030,10,1427,0
4125,2030,13,1311,0
4126,2031,6,1283,0
4127,2031,8,1290,0
4128,2033,12,943,0
4129,2033,7,1430,0
4130,2035,2,1443,0
4131,2036,10,1486,0
4132,2036,6,1234,0
4133,2036,11,1162,0
4134,2036,6,1380,0
4135,2036,2,1020,0
4136,2036,12,978,0
4137,2036,1,1007,0
4138,2036,9,889,0
4139,2036,1,1373,0
4140,2036,1,1001,0
4141,2036,8,1361,0
4142,2036,8,954,0
4143,2037,13,1064,0
4144,2038,0,1560,0
4145,2038,13,1536,0
4146,2038,2,1008,0
4147,2039,2,1034,0
4148,2040,4,1521,0
4149,2040,6,1281,0
4150,2041,7,1473,0
4151,2042,8,983,0
4152,2042,7,0,1
4153,2042,13,1463,0
4154,2043,3,1330,0
4155,2043,6,970,0
4156,2045,11,1104,0
4157,2045,7,1557,0
4158,2046,6,1525,0
4159,2047,11,1299,0
4160,2049,2,967,0
4161,2049,6,1534,0
4162,2051,7,1452,0
4163,2051,5,916,0
4164,2051,7,1506,0
4165,2051,4,841,0
4166,2051,5,1242,0
4167,2052,12,1154,0
4168,2053,8,1441,0
4169,2054,8,1186,0
4170,2054,1,1292,0
4171,2055,4,1254,0
4172,2058,6,1204,0
4173,2058,13,1241,0
4174,2058,4,1073,0
4175,2058,8,947,0
4176,2059,8,1143,0
4177,2059,10,0,1
4178,2059,8,863,0
4179,2059,8,1344,0
4180,2059,11,1370,0
4181,2059,13,920,0
4182,2059,5,893,0
4183,2059,12,958,0
4184,2060,12,1139,0
4185,2060,10,1343,0
4186,2060,3,916,0
4187,2060,3,950,0
4188,2061,8,1150,0
4189,2061,8,966,0
4190,2061,6,1569,0
4191,2063,9,1349,0
4192,2063,8,1154,0
4193,2063,2,1044,0
4194,2064,0,908,0
4195,2065,8,0,1
4196,2065,12,1055,0
4197,2065,0,859,0
4198,2067,10,1409,0
4199,2067,3,846,0
4200,2067,10,1225,0
4201,2067,13,899,0
4202,2070,6,1267,0
4203,2070,11,909,0
4204,2070,8,1140,0
4205,2070,10,814,0
4206,2071,8,1128,0
4207,2071,9,1251,0
4208,2071,0,935,0
4209,2071,12,1088,0
4210,2073,13,1330,0
4211,2073,13,1453,0
4212,2074,5,1539,0
4213,2074,7,1296,0
4214,2074,0,824,0
4215,2074,11,1056,0
4216,2075,11,1140,0
4217,2075,11,1435,0
4218,2075,5,0,1
4219,2076,11,872,0
4220,2077,11,1141,0
4221,2077,5,1266,0
4222,2078,0,1426,0
4223,2078,0,1423,0
4224,2079,5,1391,0
4225,2080,1,1438,0
4226,2080,7,1206,0
4227,2080,2,1339,0
4228,2081,0,822,0
4229,2082,8,1590,0
4230,2084,9,1341,0
4231,2084,13,0,1
4232,2084,4,1002,0
4233,2084,3,0,1
4234,2085,2,1411,0
4235,2085,8,949,0
4236,2085,9,1159,0
4237,2085,5,1587,0
4238,2085,3,1065,0
4239,2087,13,1492,0
4240,2089,4,1490,0
4241,2089,10,1220,0
4242,2089,8,1345,0
4243,2090,13,1041,0
4244,2091,2,1386,0
4245,2092,11,1462,0
4246,2092,13,934,0
4247,2095,5,1307,0
4248,2096,5,943,0
4249,2097,6,0,1
4250,2098,7,1244,0
4251,2099,4,1520,0
4252,2100,8,875,0
4253,2100,11,1164,0
4254,2101,11,1291,0
4255,2101,12,1412,0
4256,2101,0,1078,0
4257,2101,9,1358,0
4258,2102,6,1303,0
4259,2102,2,1501,0
4260,2102,10,1248,0
4261,2104,3,941,0
4262,2104,4,931,0
4263,2104,8,1479,0
4264,2104,13,1293,0
4265,2104,5,1408,0
4266,2105,11,1215,0
4267,2105,7,1019,0
4268,2105,4,985,0
4269,2105,3,1511,0
4270,2105,5,958,0
4271,2105,2,1304,0
4272,2107,3,982,0
4273,2107,12,1041,0
4274,2107,10,1348,0
4275,2109,11,1327,0
4276,2110,7,1240,0
4277,2110,2,1223,0
4278,2110,7,816,0
4279,2110,0,1390,0
4280,2110,9,1255,0
4281,2111,4,1263,0
4282,2112,3,1533,0
4283,2112,6,956,0
4284,2114,12,1480,0
4285,2114,0,1385,0
4286,2115,1,933,0
4287,2115,5,977,0
4288,2116,6,1057,0
4289,2116,3,1153,0
4290,2117,3,1199,0
4291,2117,3,0,1
4292,2117,12,1159,0
4293,2117,11,869,0
4294,2117,10,1553,0
4295,2117,6,1376,0
4296,2118,1,1017,0
4297,2119,11,1007,0
4298,2120,0,1365,0
4299,2120,5,1585,0
4300,2120,6,1266,0
4301,2122,8,1177,0
4302,2122,2,1012,0
4303,2122,10,903,0
4304,2122,3,1584,0
4305,2122,9,951,0
4306,2124,13,1070,0
4307,2124,10,943,0
4308,2125,8,894,0
4309,2125,13,1378,0
4310,2125,10,1362,0
4311,2125,8,1064,0
4312,2125,13,1107,0
4313,2125,13,814,0
4314,2126,10,1275,0
4315,2127,9,805,0
4316,2127,13,1515,0
4317,2127,0,1363,0
4318,2129,2,1051,0
4319,2129,7,816,0
4320,2129,8,1001,0
4321,2129,12,968,0
4322,2131,5,1322,0
4323,2131,13,910,0
4324,2131,12,1213,0
4325,2132,5,1337,0
4326,2132,12,1476,0
4327,2132,3,1064,0
4328,2133,13,1122,0
4329,2134,12,1463,0
4330,2135,1,967,0
4331,2136,8,1456,0
4332,2136,6,1434,0
4333,2138,1,1103,0
4334,2138,0,1272,0
4335,2138,4,1331,0
4336,2139,3,1516,0
4337,2139,11,1591,0
4338,2139,12,1295,0
4339,2139,2,1037,0
4340,2141,4,1409,0
4341,2141,0,1303,0
4342,2141,8,1060,0
4343,2141,9,1523,0
4344,2143,6,1432,0
4345,2145,6,1288,0
4346,2145,4,1575,0
4347,2145,12,0,1
4348,2145,12,1157,0
4349,2145,1,1212,0
4350,2146,4,1204,0
4351,2146,8,942,0
4352,2147,2,897,0
4353,2147,6,1538,0
4354,2147,1,1298,0
4355,2147,5,1388,0
4356,2148,3,947,0
4357,2148,13,1158,0
4358,2148,9,1587,0
4359,2149,13,971,0
4360,2149,1,804,0
4361,2150,7,1081,0
4362,2150,1,815,0
4363,2150,4,1322,0
4364,2151,13,896,0
4365,2151,10,1004,0
4366,2151,0,842,0
4367,2151,11,933,0
4368,2152,8,1427,0
4369,2152,4,1546,0
4370,2152,3,1339,0
4371,2152,0,1033,0
4372,2153,9,1310,0
4373,2154,1,1569,0
4374,2154,3,944,0
4375,2154,1,0,1
4376,2156,3,1515,0
4377,2156,7,1305,0
4378,2156,2,1406,0
4379,2159,9,1566,0
4380,2160,5,908,0
4381,2160,3,1218,0
4382,2160,9,1027,0
4383,2161,7,1136,0
4384,2161,11,947,0
4385,2161,1,1491,0
4386,2161,12,1575,0
4387,2163,4,1590,0
4388,2163,5,879,0
4389,2164,0,1471,0
4390,2164,7,924,0
4391,2164,12,1316,0
4392,2164,8,1537,0
4393,2164,9,1149,0
4394,2165,9,1058,0
4395,2166,3,1336,0
4396,2166,6,1531,0
4397,2166,10,974,0
4398,2166,9,1214,0
4399,2167,8,1064,0
4400,2167,1,918,0
4401,2168,8,1532,0
4402,2168,10,1237,0
4403,2169,3,886,0
4404,2169,4,897,0
4405,2171,4,0,1
4406,2171,4,1272,0
4407,2172,13,1477,0
4408,2173,3,1369,0
4409,2174,1,1424,0
4410,2174,12,1048,0
4411,2174,5,1593,0
4412,2174,5,1455,0
4413,2174,8,943,0
4414,2174,5,0,1
4415,2174,12,817,0
4416,2174,13,1189,0
4417,2176,4,1309,0
4418,2178,4,1256,0
4419,2179,12,1034,0
4420,2179,5,935,0
4421,2179,7,1592,0
4422,2179,6,1301,0
4423,2179,5,948,0
4424,2180,5,1483,0
4425,2181,7,1494,0
4426,2181,13,1027,0
4427,2182,4,869,0
4428,2182,4,1240,0
4429,2182,13,1357,0
4430,2182,13,1578,0
4431,2182,1,1116,0
4432,2183,10,1287,0
4433,2183,12,829,0
4434,2183,2,1000,0
4435,2183,10,1446,0
4436,2184,1,1445,0
4437,2184,7,1177,0
4438,2185,5,1040,0
4439,2185,10,1271,0
4440,2185,11,1356,0
4441,2186,7,1564,0
4442,2186,2,868,0
4443,2186,3,1095,0
4444,2186,9,950,0
4445,2187,2,1300,0
4446,2187,9,1281,0
4447,2187,9,1365,0
4448,2187,6,947,0
4449,2187,6,913,0
4450,2188,10,0,1
4451,2188,9,1239,0
4452,2188,8,1488,0
4453,2188,6,1130,0
4454,2188,7,1559,0
4455,2188,7,828,0
4456,2188,9,0,1
4457,2188,3,1514,0
4458,2189,12,1300,0
4459,2189,12,821,0
4460,2190,8,1305,0
4461,2190,5,1063,0
4462,2190,3,1353,0
4463,2190,4,804,0
4464,2191,10,1075,0
4465,2192,11,1168,0
4466,2192,3,811,0
4467,2193,5,1560,0
4468,2194,0,1541,0
4469,2194,10,1206,0
4470,2194,13,1370,0
4471,2194,11,0,1
4472,2195,13,1556,0
4473,2195,0,846,0
4474,2195,3,1509,0
4475,2195,13,937,0
4476,2196,9,0,1
4477,2196,2,0,1
4478,2196,8,1199,0
4479,2196,11,1005,0
4480,2197,2,1547,0
4481,2197,4,1338,0
4482,2198,1,1213,0
4483,2199,9,1060,0
4484,2199,13,1401,0
4485,2201,12,823,0
4486,2201,2,0,1
4487,2201,3,1084,0
4488,2201,5,1281,0
4489,2201,10,1400,0
4490,2201,2,0,1
4491,2201,4,1150,0
4492,2201,1,1559,0
4493,2202,7,0,1
4494,2204,7,1125,0
4495,2205,1,949,0
4496,2205,8,1397,0
4497,2207,13,1333,0
4498,2207,5,1327,0
4499,2207,5,925,0
4500,2207,10,1207,0
4501,2207,1,1377,0
4502,2208,11,875,0
4503,2209,6,1405,0
4504,2209,4,1495,0
4505,2211,4,917,0
4506,2213,3,836,0
4507,2214,4,1013,0
4508,2214,10,1074,0
4509,2215,8,1286,0
4510,2215,3,1245,0
4511,2215,3,1049,0
4512,2215,11,1079,0
4513,2217,7,995,0
4514,2220,10,1134,0
4515,2222,12,1026,0
4516,2222,13,1153,0
4517,2222,12,1388,0
4518,2223,0,1361,0
4519,2224,12,1425,0
4520,2224,7,1185,0
4521,2224,9,1308,0
4522,2224,10,808,0
4523,2224,11,1198,0
4524,2225,1,1043,0
4525,2226,12,958,0
4526,2226,5,1256,0
4527,2226,3,1208,0
4528,2226,13,1386,0
4529,2228,6,0,1
4530,2230,10,1031,0
4531,2231,4,1051,0
4532,2231,13,1422,0
4533,2231,1,972,0
4534,2231,2,1021,0
4535,2232,13,1457,0
4536,2233,1,1305,0
4537,2233,1,1458,0
4538,2233,1,960,0
4539,2234,1,1175,0
4540,2234,1,1361,0
