exposure_id,user_id,variant,day
1560,2427,A,0
1561,2428,B,1
1562,2429,A,2
1563,2430,B,2
1564,2431,A,1
1565,2432,B,2
1566,2433,A,0
1567,2435,B,1
1568,2436,A,2
1569,2437,A,0
1570,2440,B,2
1571,2441,A,2
1572,2442,A,2
1573,2444,A,1
1574,2445,A,0
1575,2450,A,1
1576,2452,A,0
1577,2453,A,2
1578,2454,A,1
1579,2455,A,1
1580,2457,A,1
1581,2459,A,2
1582,2460,A,1
1583,2461,A,1
1584,2462,A,1
1585,2464,B,1
1586,2467,A,2
1587,2471,A,2
1588,2472,A,0
1589,2473,B,1
1590,2474,B,2
1591,2475,B,2
1592,2476,A,2
1593,2478,A,0
1594,2479,A,1
1595,2480,B,2
1596,2481,B,0
1597,2484,A,1
1598,2485,B,1
1599,2488,A,1
1600,2489,A,1
1601,2491,A,2
1602,2492,B,1
1603,2493,A,2
1604,2494,B,0
1605,2495,A,1
1606,2496,B,1
1607,2497,B,2
1608,2498,B,0
1609,2499,B,2
1610,2501,B,2
1611,2502,B,2
1612,2503,B,1
1613,2506,A,0
1614,2508,A,2
1615,2509,A,1
1616,2510,A,0
1617,2511,B,1
1618,2513,A,1
1619,2514,B,2
1620,2515,A,2
1621,2517,A,2
1622,2518,B,1
1623,2519,A,0
1624,2520,A,2
1625,2521,B,0
1626,2523,B,0
1627,2524,A,1
1628,2525,A,1
1629,2526,A,2
1630,2527,B,0
1631,2528,B,0
1632,2529,B,1
1633,2530,B,2
1634,2532,A,1
1635,2533,A,2
1636,2534,B,0
1637,2535,B,1
1638,2536,B,2
1639,2538,B,2
1640,2539,B,0
1641,2541,A,0
1642,2544,A,2
1643,2545,A,1
1644,2546,B,2
1645,2547,A,2
1646,2548,B,2
1647,2550,A,0
1648,2554,A,0
1649,2556,A,0
1650,2558,A,0
1651,2561,A,2
1652,2563,A,2
1653,2564,B,2
1654,2566,B,0
1655,2567,B,2
1656,2568,B,1
1657,2569,B,0
1658,2571,A,0
1659,2572,B,0
1660,2574,B,2
1661,2578,B,1
1662,2579,A,1
1663,2580,A,0
1664,2581,B,0
1665,2582,B,1
1666,2583,A,0
1667,2586,A,2
1668,2588,B,1
1669,2589,B,1
1670,2590,A,1
1671,2591,A,1
1672,2592,B,2
1673,2596,A,0
1674,2597,A,1
1675,2598,A,1
1676,2599,A,0
1677,2600,B,1
1678,2601,A,1
1679,2602,B,1
1680,2603,A,0
1681,2607,A,2
1682,2608,B,0
1683,2610,B,2
1684,2613,A,0
1685,2614,A,1
1686,2615,A,1
1687,2616,A,2
1688,2617,B,0
1689,2618,A,1
1690,2620,A,0
1691,2621,B,2
1692,2622,B,2
1693,2624,B,1
1694,2625,B,1
1695,2626,A,2
1696,2630,A,0
1697,2631,B,0
1698,2633,A,2
1699,2634,A,2
1700,2635,A,2
1701,2637,B,1
1702,2638,B,2
1703,2639,B,1
1704,2642,B,2
1705,2643,B,2
1706,2646,A,1
1707,2649,A,1
1708,2650,B,0
1709,2651,A,1
1710,2653,B,0
1711,2654,A,0
1712,2656,A,1
1713,2658,B,0
1714,2659,B,2
1715,2660,A,2
1716,2661,A,2
1717,2662,B,1
1718,2664,B,2
1719,2666,A,0
1720,2668,A,0
1721,2669,A,1
1722,2670,A,0
1723,2672,A,0
1724,2673,A,0
1725,2676,B,1
1726,2678,B,2
1727,2680,A,2
1728,2681,A,1
1729,2682,A,2
1730,2684,B,2
1731,2685,B,0
1732,2687,A,2
1733,2689,B,1
1734,2691,A,1
1735,2692,A,2
1736,2693,B,1
1737,2694,A,2
1738,2695,A,1
1739,2696,A,1
1740,2697,A,2
1741,2698,B,1
1742,2699,B,1
1743,2700,B,1
1744,2701,A,2
1745,2702,B,2
1746,2703,B,1
1747,2704,A,0
1748,2705,A,0
1749,2706,B,0
1750,2707,A,0
1751,2710,A,2
1752,2712,A,0
1753,2714,B,2
1754,2715,A,2
1755,2716,A,1
1756,2718,A,1
1757,2721,B,0
1758,2722,A,2
1759,2724,A,1
1760,2725,A,2
1761,2726,B,2
1762,2733,A,0
1763,2734,B,0
1764,2735,B,0
1765,2736,A,0
1766,2737,A,1
1767,2740,A,2
1768,2741,A,2
1769,2742,A,2
1770,2743,A,1
1771,2744,B,2
1772,2745,B,0
1773,2746,A,1
1774,2748,B,0
1775,2750,B,0
1776,2752,B,2
1777,2753,B,0
1778,2754,B,1
1779,2755,A,0
1780,2756,B,1
1781,2761,A,2
1782,2762,B,0
1783,2763,B,2
1784,2765,B,2
1785,2767,A,1
1786,2769,A,2
1787,2770,A,2
1788,2771,A,2
1789,2772,A,0
1790,2774,A,0
1791,2775,B,1
1792,2776,A,1
1793,2778,B,1
1794,2780,A,1
1795,2783,B,1
1796,2788,B,1
1797,2792,B,0
1798,2793,B,2
1799,2795,A,0
1800,2797,B,0
1801,2799,A,1
1802,2800,B,1
1803,2801,A,1
1804,2803,B,1
1805,2805,A,0
1806,2808,A,1
1807,2810,A,0
1808,2811,A,0
1809,2812,A,0
1810,2813,B,1
1811,2816,A,2
1812,2818,A,1
1813,2820,B,2
1814,2821,B,0
1815,2822,B,1
1816,2825,B,2
1817,2826,B,0
1818,2827,A,1
1819,2828,B,2
1820,2829,A,0
1821,2830,A,0
1822,2831,A,1
1823,2832,A,0
1824,2833,A,1
1825,2834,A,2
1826,2835,B,2
1827,2836,B,1
1828,2837,B,0
1829,2838,A,1
1830,2839,A,2
1831,2840,A,0
1832,2841,B,2
1833,2843,B,1
1834,2844,B,0
1835,2846,A,1
1836,2847,B,2
1837,2848,A,2
1838,2849,B,0
1839,2850,B,1
1840,2851,A,1
1841,2853,A,1
1842,2854,B,1
1843,2855,B,2
1844,2856,A,2
1845,2857,A,1
1846,2858,B,1
1847,2860,B,0
1848,2861,B,2
1849,2862,B,1
1850,2864,B,1
1851,2865,B,2
1852,2866,B,0
1853,2871,A,0
1854,2872,A,0
1855,2873,B,0
1856,2874,A,1
1857,2875,B,2
1858,2876,B,0
1859,2877,B,0
1860,2879,A,1
1861,2880,B,1
1862,2881,A,1
1863,2884,B,0
1864,2885,A,2
1865,2888,A,2
1866,2890,B,2
1867,2891,B,2
1868,2894,A,1
1869,2895,B,0
1870,2897,B,1
1871,2899,A,2
1872,2901,A,2
1873,2902,B,1
1874,2904,A,1
1875,2905,B,1
1876,2907,B,1
1877,2908,B,1
1878,2909,B,0
1879,2910,A,2
1880,2911,B,1
1881,2914,A,2
1882,2917,B,1
1883,2918,A,2
1884,2919,B,0
1885,2920,B,1
1886,2922,B,0
1887,2924,A,1
1888,2926,A,0
1889,2930,A,1
1890,2931,B,0
1891,2933,A,1
1892,2934,B,0
1893,2935,B,0
1894,2936,B,0
1895,2937,B,0
1896,2938,A,0
1897,2939,A,0
1898,2941,B,2
1899,2944,B,1
1900,2945,B,0
1901,2947,A,1
1902,2948,A,0
1903,2949,A,2
1904,2951,B,2
1905,2952,A,1
1906,2954,A,1
1907,2955,A,0
1908,2956,A,1
1909,2957,B,1
1910,2958,A,1
1911,2959,A,0
1912,2960,B,2
1913,2962,A,2
1914,2963,A,0
1915,2964,B,1
1916,2965,A,0
1917,2966,B,2
1918,2967,B,1
1919,2968,B,0
1920,2969,A,2
1921,2971,B,1
1922,2972,B,0
1923,2974,A,1
1924,2975,B,1
1925,2976,B,1
1926,2977,A,1
1927,2978,A,1
1928,2980,A,1
1929,2982,B,0
1930,2983,B,1
1931,2986,B,0
1932,2987,A,1
1933,2990,B,1
1934,2991,A,1
1935,2996,A,1
1936,2997,B,0
1937,2998,A,2
1938,2999,B,0
1939,3001,A,1
1940,3002,B,2
1941,3003,B,0
1942,3006,A,1
1943,3007,B,1
1944,3008,A,0
1945,3009,B,2
1946,3012,B,2
1947,3013,B,0
1948,3016,B,2
1949,3017,B,2
1950,3018,A,0
1951,3019,B,2
1952,3020,B,0
1953,3022,B,1
1954,3023,A,2
1955,3025,A,0
1956,3026,B,0
1957,3027,B,1
1958,3028,B,0
1959,3029,B,2
1960,3032,A,2
1961,3034,B,1
1962,3035,A,0
1963,3036,B,2
1964,3038,B,1
1965,3040,B,1
1966,3041,A,1
1967,3043,B,1
1968,3044,A,2
1969,3047,B,0
1970,3048,A,1
1971,3050,B,2
1972,3051,B,0
1973,3052,A,0
1974,3053,B,0
1975,3054,A,0
1976,3056,B,0
1977,3058,B,1
1978,3059,B,1
1979,3060,B,1
1980,3062,A,1
1981,3066,A,0
1982,3067,B,0
1983,3068,B,0
1984,3069,A,2
1985,3070,A,0
1986,3072,B,0
1987,3073,B,0
1988,3074,A,2
1989,3075,A,0
1990,3077,A,2
1991,3078,B,2
1992,3079,A,1
1993,3080,A,2
1994,3081,B,0
1995,3082,B,0
1996,3083,B,2
1997,3092,A,2
1998,3096,A,0
1999,3097,A,0
2000,3099,A,0
2001,3100,A,2
2002,3102,B,0
2003,3107,A,0
2004,3108,B,2
2005,3109,A,1
2006,3110,B,0
2007,3111,B,0
2008,3113,B,2
2009,3115,A,2
2010,3116,A,0
2011,3117,B,1
2012,3120,A,2
2013,3121,B,0
2014,3122,B,1
2015,3123,B,1
2016,3127,B,0
2017,3128,B,0
2018,3129,A,2
2019,3130,A,0
2020,3132,B,1
2021,3133,A,0
2022,3134,A,0
2023,3136,A,1
2024,3137,B,1
2025,3139,B,2
2026,3140,B,1
2027,3141,A,2
2028,3142,B,2
2029,3145,A,2
2030,3148,B,2
2031,3149,B,0
2032,3151,A,1
2033,3152,B,0
2034,3153,A,2
2035,3159,A,1
2036,3160,B,2
2037,3162,A,1
2038,3164,B,1
2039,3167,A,1
2040,3168,B,2
2041,3170,A,2
2042,3171,B,2
2043,3173,A,1
2044,3176,A,0
2045,3177,A,2
2046,3178,A,1
2047,3179,A,0
2048,3180,A,0
2049,3182,B,2
2050,3184,B,1
2051,3185,A,0
2052,3188,A,1
2053,3189,B,1
2054,3193,A,0
2055,3195,A,0
2056,3197,A,0
2057,3198,B,0
2058,3199,A,2
2059,3200,B,2
2060,3201,B,0
2061,3202,B,1
2062,3204,B,2
2063,3205,A,1
2064,3209,A,1
2065,3210,B,1
2066,3214,B,0
2067,3215,A,1
2068,3216,B,0
2069,3217,A,1
2070,3218,A,0
2071,3220,A,0
2072,3222,A,2
2073,3224,B,1
2074,3225,A,2
2075,3226,A,2
2076,3228,A,0
2077,3229,A,0
2078,3231,B,1
2079,3233,B,1
2080,3234,B,1
2081,3235,A,2
2082,3237,A,2
2083,3238,B,2
2084,3240,A,2
2085,3241,B,2
2086,3242,B,2
2087,3245,B,0
2088,3246,B,0
2089,3248,B,0
2090,3249,B,0
2091,3250,B,0
2092,3251,A,2
2093,3252,B,0
2094,3253,A,2
2095,3255,B,1
2096,3256,B,0
2097,3257,B,2
2098,3258,A,1
2099,3259,A,1
2100,3260,B,1
2101,3261,B,2
2102,3269,A,2
2103,3271,A,2
2104,3272,B,1
2105,3274,A,2
2106,3277,B,2
2107,3278,B,1
2108,3279,B,0
2109,3280,A,2
2110,3281,A,0
2111,3282,A,1
2112,3284,B,1
2113,3285,A,2
2114,3286,A,1
2115,3288,A,2
2116,3289,A,0
2117,3290,B,1
2118,3294,B,1
2119,3296,A,2
2120,3297,B,0
2121,3298,B,2
2122,3299,A,0
2123,3301,A,2
2124,3303,A,2
2125,3308,A,1
2126,3311,B,1
2127,3312,A,1
2128,3314,B,2
2129,3315,A,0
2130,3316,B,2
2131,3317,A,2
2132,3318,B,0
2133,3319,B,2
2134,3320,A,0
2135,3322,B,1
2136,3323,A,1
2137,3324,B,2
2138,3325,A,1
2139,3328,A,2
2140,3329,A,1
2141,3330,B,1
2142,3331,B,2
2143,3332,A,0
2144,3333,A,2
2145,3334,A,1
2146,3335,A,0
2147,3338,A,2
2148,3339,A,2
2149,3340,A,2
2150,3344,B,0
2151,3346,A,2
2152,3349,B,0
2153,3350,A,2
2154,3351,B,1
2155,3353,A,2
2156,3354,B,1
2157,3356,B,0
2158,3358,A,2
2159,3359,A,1
2160,3361,B,2
2161,3362,B,0
2162,3363,A,2
2163,3366,B,0
2164,3368,A,0
2165,3370,B,2
2166,3373,A,1
2167,3374,A,2
2168,3375,B,0
2169,3376,A,2
2170,3377,A,0
2171,3378,A,0
2172,3380,A,1
2173,3381,B,0
2174,3382,B,0
2175,3383,B,0
2176,3385,A,1
2177,3386,A,1
2178,3387,B,0
2179,3388,B,0
2180,3389,A,1
2181,3392,A,2
2182,3394,A,1
2183,3395,A,2
2184,3397,A,0
2185,3398,B,2
2186,3400,B,1
2187,3401,B,0
2188,3402,A,2
2189,3404,A,2
2190,3405,A,2
2191,3406,B,0
2192,3407,B,2
2193,3408,B,0
2194,3409,A,0
2195,3410,A,2
2196,3411,B,0
2197,3412,A,1
2198,3413,A,1
2199,3414,B,0
2200,3415,B,2
2201,3416,B,1
2202,3417,A,1
2203,3419,B,1
2204,3421,B,2
2205,3422,A,2
2206,3423,B,0
2207,3424,A,0
2208,3426,B,0
2209,3427,B,1
2210,3429,A,0
2211,3430,A,2
2212,3431,B,1
2213,3432,B,2
2214,3434,A,0
2215,3436,A,1
2216,3437,B,2
2217,3438,B,0
2218,3439,B,1
2219,3441,B,1
2220,3442,A,2
2221,3443,B,2
2222,3444,B,2
2223,3445,A,1
2224,3446,A,0
2225,3447,B,1
2226,3449,A,2
2227,3451,B,2
2228,3452,B,2
2229,3454,B,0
2230,3456,B,0
2231,3458,B,1
2232,3459,A,1
2233,3460,A,0
2234,3463,A,2
2235,3464,B,2
2236,3466,A,1
2237,3468,A,0
2238,3469,B,0
2239,3470,A,2
2240,3471,A,0
2241,3475,B,0
2242,3477,A,2
2243,3478,B,1
2244,3479,B,1
2245,3480,A,2
2246,3485,B,0
2247,3486,B,1
2248,3487,B,1
2249,3489,B,0
2250,3490,B,1
2251,3495,B,2
2252,3499,B,2
2253,3500,A,1
2254,3501,B,0
2255,3502,A,2
2256,3503,A,0
2257,3504,A,1
2258,3506,B,2
2259,3510,B,2
2260,3513,A,2
2261,3516,A,1
2262,3517,A,1
2263,3519,B,2
2264,3521,A,2
2265,3522,A,1
2266,3523,B,1
2267,3527,A,1
2268,3530,A,2
2269,3531,A,1
2270,3532,A,0
2271,3535,B,1
2272,3536,A,2
2273,3537,A,1
2274,3539,B,0
2275,3540,A,0
2276,3541,B,2
2277,3542,A,1
2278,3544,B,2
2279,3545,B,0
2280,3546,B,2
2281,3547,B,0
2282,3549,B,0
2283,3550,A,0
2284,3552,A,1
2285,3553,B,2
2286,3554,B,2
2287,3555,B,1
2288,3557,A,1
2289,3560,A,1
2290,3565,A,0
2291,3566,A,1
2292,3567,B,1
2293,3568,A,1
2294,3569,A,2
2295,3572,B,0
2296,3573,A,1
2297,3574,B,1
2298,3575,A,2
2299,3576,A,2
2300,3577,B,2
2301,3580,A,0
2302,3581,A,1
2303,3583,B,0
2304,3584,A,2
2305,3585,B,2
2306,3587,B,1
2307,3589,B,1
2308,3590,A,1
2309,3591,B,2
2310,3592,A,1
2311,3593,A,2
2312,3594,A,1
2313,3597,B,0
2314,3598,B,2
2315,3600,A,0
2316,3601,B,2
2317,3603,B,1
2318,3604,A,1
2319,3605,A,0
2320,3606,B,2
2321,3607,A,2
2322,3608,A,2
2323,3610,A,1
2324,3611,B,1
2325,3612,A,0
2326,3614,A,1
2327,3615,A,1
2328,3616,A,2
2329,3617,A,1
2330,3618,A,2
2331,3622,A,2
2332,3624,A,0
2333,3625,B,0
2334,3626,B,2
2335,3627,B,2
2336,3630,A,1
2337,3631,B,0
2338,3632,A,0
2339,3634,B,0
2340,3638,B,2
2341,3639,A,1
2342,3640,B,2
2343,3642,A,1
2344,3643,A,1
2345,3644,B,1
2346,3645,A,1
2347,3646,B,0
2348,3647,A,2
2349,3649,B,0
2350,3650,B,2
2351,3652,B,2
2352,3654,B,2
2353,3655,A,0
2354,3656,B,1
2355,3659,A,2
2356,3662,A,2
2357,3663,A,1
2358,3665,B,0
2359,3667,B,0
2360,3668,B,1
2361,3670,A,2
2362,3671,A,1
2363,3673,B,0
2364,3675,A,2
2365,3676,B,2
2366,3677,A,1
2367,3678,B,2
2368,3679,B,2
2369,3680,A,1
2370,3681,A,0
2371,3684,A,2
2372,3685,B,0
2373,3687,B,0
2374,3689,A,0
2375,3690,A,1
2376,3694,A,2
2377,3695,A,2
2378,3696,A,0
2379,3697,B,0
2380,3699,B,1
2381,3700,A,1
2382,3702,B,2
2383,3703,B,2
2384,3705,A,2
2385,3706,B,2
2386,3707,B,0
2387,3710,A,0
2388,3712,A,0
2389,3713,A,0
2390,3716,A,0
2391,3718,B,1
2392,3723,A,0
2393,3724,B,0
2394,3725,A,2
2395,3728,A,1
2396,3729,A,2
2397,3730,A,2
2398,3731,B,1
2399,3732,A,1
2400,3733,A,2
2401,3735,B,1
2402,3736,A,0
2403,3737,A,2
2404,3738,B,2
2405,3739,B,1
2406,3740,A,2
2407,3742,B,0
2408,3743,B,1
2409,3744,B,2
2410,3745,A,0
2411,3746,A,0
2412,3747,B,1
2413,3749,B,1
2414,3750,A,0
2415,3752,B,2
2416,3753,B,1
2417,3755,B,0
2418,3756,A,2
2419,3757,A,2
2420,3758,B,2
2421,3759,B,2
2422,3761,B,0
2423,3762,B,2
2424,3763,A,1
2425,3767,A,0
2426,3768,A,0
2427,3770,A,0
2428,3775,A,0
2429,3778,B,2
2430,3779,B,0
2431,3780,A,2
2432,3781,A,1
2433,3782,A,0
2434,3785,A,2
2435,3787,A,1
2436,3790,A,2
2437,3792,B,1
2438,3793,B,0
2439,3794,B,1
2440,3796,B,0
2441,3797,B,2
2442,3798,B,0
2443,3800,B,1
2444,3801,A,1
2445,3804,B,0
2446,3805,B,2
2447,3806,B,1
2448,3807,A,0
2449,3809,B,1
2450,3813,B,2
2451,3817,B,0
2452,3818,A,0
2453,3819,B,0
2454,3820,B,2
2455,3824,A,2
2456,3827,B,2
2457,3828,B,0
2458,3829,B,2
2459,3830,A,0
2460,3832,A,0
2461,3833,A,1
2462,3834,A,0
2463,3835,B,2
2464,3836,A,1
2465,3838,B,0
2466,3839,A,1
2467,3840,A,2
2468,3843,B,0
2469,3844,B,0
2470,3845,A,2
2471,3846,B,1
2472,3848,A,2
2473,3849,B,1
2474,3851,B,0
2475,3854,B,1
2476,3855,B,2
2477,3856,B,1
2478,3858,A,1
2479,3859,A,2
2480,3860,A,1
2481,3863,A,0
2482,3864,A,2
2483,3865,B,1
2484,3866,A,1
2485,3867,B,0
2486,3868,B,1
2487,3869,A,1
2488,3870,A,2
2489,3871,A,1
2490,3872,B,1
2491,3873,A,0
2492,3876,A,2
2493,3877,A,2
2494,3879,B,1
2495,3880,B,2
2496,3881,A,0
2497,3883,A,0
2498,3884,A,1
2499,3886,A,1
2500,3887,B,1
2501,3888,B,0
2502,3889,B,0
2503,3890,A,2
2504,3891,B,2
2505,3892,A,2
2506,3893,A,2
2507,3894,B,2
2508,3896,B,0
2509,3898,B,2
2510,3899,B,0
2511,3900,B,0
2512,3902,B,2
2513,3903,A,0
2514,3904,A,0
2515,3905,A,0
2516,3906,B,0
2517,3907,A,2
2518,3908,A,2
2519,3910,A,1
2520,3911,B,0
2521,3912,A,1
2522,3914,A,1
2523,3915,B,0
2524,3916,B,2
2525,3918,A,0
2526,3920,A,0
2527,3921,A,1
2528,3922,B,1
2529,3923,A,2
2530,3925,A,0
2531,3926,A,2
2532,3927,A,2
2533,3930,B,2
2534,3932,B,2
2535,3936,B,0
2536,3937,B,2
2537,3939,A,2
2538,3940,B,0
2539,3943,B,0
2540,3944,A,0
2541,3945,A,2
2542,3946,B,2
2543,3948,A,1
2544,3949,B,1
2545,3951,B,1
2546,3952,B,1
2547,3955,A,2
2548,3956,A,0
2549,3957,A,2
2550,3958,A,0
2551,3959,A,1
2552,3960,B,0
2553,3961,B,2
2554,3963,B,1
2555,3964,A,2
2556,3966,B,1
2557,3967,B,1
2558,3968,B,0
2559,3970,A,0
2560,3971,B,2
2561,3972,B,1
2562,3973,B,0
2563,3975,A,2
2564,3978,B,2
2565,3981,B,0
2566,3982,B,1
2567,3984,A,0
2568,3985,B,1
2569,3986,B,2
2570,3987,A,1
2571,3988,A,0
2572,3991,A,0
2573,3992,B,0
2574,3994,A,0
2575,3995,A,1
2576,3997,A,1
2577,4000,B,0
2578,4001,A,0
2579,4002,A,2
2580,4005,A,0
2581,4006,B,1
2582,4007,B,2
2583,4008,A,1
2584,4009,A,0
2585,4010,B,2
2586,4012,A,1
2587,4013,A,1
2588,4014,A,1
2589,4015,B,2
2590,4016,A,1
2591,4017,A,1
2592,4018,B,0
2593,4021,A,1
2594,4022,B,0
2595,4023,B,0
2596,4027,B,0
2597,4029,B,2
2598,4030,A,0
2599,4032,B,2
2600,4033,A,1
2601,4037,A,1
2602,4038,A,1
2603,4043,B,0
2604,4044,B,0
2605,4045,A,0
2606,4047,B,1
2607,4048,A,1
2608,4049,A,0
2609,4050,B,1
2610,4051,B,0
2611,4052,A,2
2612,4053,B,0
2613,4055,B,0
2614,4056,A,2
2615,4057,B,1
2616,4059,B,2
2617,4060,B,2
2618,4061,B,2
2619,4063,A,1
2620,4066,A,1
2621,4067,B,0
2622,4068,A,2
2623,4069,A,2
2624,4072,B,1
2625,4073,B,0
2626,4076,B,0
2627,4077,B,2
2628,4078,A,2
2629,4079,A,1
2630,4080,B,0
2631,4081,B,2
2632,4082,B,0
2633,4084,A,1
2634,4085,A,1
2635,4086,B,2
2636,4087,B,1
2637,4090,B,2
2638,4091,A,2
2639,4092,B,0
2640,4094,A,1
2641,4095,A,0
2642,4096,B,0
2643,4098,B,0
2644,4099,A,0
2645,4100,B,2
2646,4103,A,2
2647,4105,B,1
2648,4107,A,0
2649,4108,B,0
2650,4109,B,0
2651,4111,A,1
2652,4112,B,2
2653,4113,A,1
2654,4115,A,1
2655,4116,B,2
2656,4117,B,2
2657,4118,B,2
2658,4119,A,1
2659,4122,B,2
2660,4123,A,2
2661,4124,A,2
2662,4125,A,2
2663,4127,B,2
2664,4128,B,1
2665,4131,B,0
2666,4132,B,0
2667,4133,A,1
2668,4134,B,0
2669,4135,B,2
2670,4136,A,0
2671,4137,B,1
2672,4139,B,0
2673,4141,A,0
2674,4142,B,2
2675,4144,A,0
2676,4146,B,1
2677,4148,A,2
2678,4149,A,0
2679,4150,A,2
2680,4151,A,0
2681,4152,A,1
2682,4153,A,0
2683,4154,A,0
2684,4155,B,2
2685,4156,A,2
2686,4157,A,0
2687,4158,A,1
2688,4159,B,2
2689,4162,B,2
2690,4165,A,2
2691,4167,B,1
2692,4168,A,2
2693,4169,A,0
2694,4170,A,0
2695,4172,B,0
2696,4173,B,0
2697,4174,B,0
2698,4176,B,2
2699,4178,A,1
2700,4183,B,0
2701,4185,A,0
2702,4186,B,0
2703,4187,A,0
2704,4188,A,1
2705,4189,A,1
2706,4190,A,1
2707,4193,B,2
2708,4194,A,2
2709,4195,A,2
2710,4197,B,0
2711,4200,A,0
2712,4201,B,2
2713,4202,A,1
2714,4203,B,1
2715,4204,A,1
2716,4205,B,1
2717,4206,A,0
2718,4208,A,0
2719,4209,A,0
2720,4210,A,2
2721,4212,A,1
2722,4213,A,2
2723,4214,A,2
2724,4216,A,1
2725,4217,A,1
2726,4218,B,0
2727,4219,A,0
2728,4220,B,1
2729,4222,A,1
2730,4223,B,2
2731,4224,A,1
2732,4225,A,1
2733,4226,B,1
2734,4231,B,2
2735,4232,A,1
2736,4233,A,1
2737,4235,B,0
2738,4236,B,1
2739,4237,B,2
2740,4238,B,1
2741,4239,B,0
2742,4241,B,2
2743,4242,A,0
2744,4243,A,0
2745,4244,A,0
2746,4245,A,2
2747,4249,A,2
2748,4250,A,2
2749,4251,B,0
2750,4252,B,1
2751,4253,B,0
2752,4254,B,1
2753,4255,B,1
2754,4256,B,2
2755,4257,A,1
2756,4259,B,1
2757,4261,A,0
2758,4263,A,1
2759,4264,A,2
2760,4265,B,1
2761,4267,B,0
2762,4269,A,0
2763,4271,B,2
2764,4272,B,1
2765,4274,B,2
2766,4278,B,1
2767,4279,B,2
2768,4281,B,1
2769,4282,B,1
2770,4283,A,1
2771,4285,A,0
2772,4286,A,1
2773,4287,A,1
2774,4288,A,0
2775,4289,A,2
2776,4291,A,1
2777,4293,B,2
2778,4294,B,0
2779,4296,B,0
2780,4297,A,2
2781,4298,B,2
2782,4300,A,1
2783,4301,B,2
2784,4302,A,2
2785,4303,A,0
2786,4304,A,0
2787,4305,B,1
2788,4307,A,2
2789,4308,B,0
2790,4309,A,0
2791,4310,B,0
2792,4312,A,1
2793,4313,A,0
2794,4315,A,2
2795,4317,B,2
2796,4318,A,0
2797,4320,B,0
2798,4322,B,1
2799,4323,B,0
2800,4325,B,2
2801,4326,B,1
2802,4327,B,2
2803,4328,B,2
2804,4331,A,2
2805,4334,A,0
2806,4337,B,1
2807,4339,B,0
2808,4340,B,1
2809,4342,B,1
2810,4345,A,1
2811,4346,B,0
2812,4348,B,2
2813,4349,A,1
2814,4351,A,1
2815,4353,B,1
2816,4354,B,1
2817,4355,B,1
2818,4356,A,2
2819,4357,B,0
2820,4359,A,2
2821,4360,B,2
2822,4361,B,1
2823,4363,B,1
2824,4365,B,1
2825,4366,A,0
2826,4370,A,0
2827,4372,B,2
2828,4374,A,1
2829,4375,A,1
2830,4376,A,1
2831,4377,B,2
2832,4380,A,0
2833,4381,B,0
2834,4382,A,0
2835,4383,A,0
2836,4385,B,0
2837,4386,A,0
2838,4388,B,2
2839,4390,B,2
2840,4391,B,2
2841,4392,B,1
2842,4394,B,2
2843,4395,B,2
2844,4397,A,0
2845,4398,A,1
2846,4399,A,1
2847,4400,A,0
2848,4402,A,1
2849,4403,B,2
2850,4405,A,0
2851,4406,B,2
2852,4409,B,0
2853,4410,A,2
2854,4411,B,2
2855,4412,A,2
2856,4413,B,2
2857,4414,B,2
2858,4415,B,1
2859,4417,A,0
2860,4418,A,0
2861,4419,B,1
2862,4421,B,0
2863,4423,B,0
2864,4424,B,2
2865,4426,B,2
2866,4427,B,2
2867,4428,B,0
2868,4429,A,2
2869,4430,A,1
2870,4432,B,0
2871,4433,A,1
2872,4434,A,1
2873,4435,B,0
2874,4436,A,0
2875,4437,B,1
2876,4438,B,2
2877,4440,B,2
2878,4441,A,0
2879,4443,A,2
2880,4444,A,0
2881,4445,A,1
2882,4446,B,0
2883,4447,B,1
2884,4448,B,2
2885,4450,A,0
2886,4451,B,1
2887,4452,B,2
2888,4453,B,2
2889,4454,B,1
2890,4455,B,2
2891,4457,B,1
2892,4459,B,2
2893,4460,A,2
2894,4461,A,2
2895,4465,A,2
2896,4467,B,0
2897,4468,B,2
2898,4470,A,2
2899,4472,B,2
2900,4473,B,0
2901,4474,B,1
2902,4475,B,2
2903,4476,B,0
2904,4477,A,2
2905,4478,B,2
2906,4479,B,2
2907,4480,B,2
2908,4481,B,1
2909,4482,B,2
2910,4484,B,2
2911,4485,B,2
2912,4486,B,2
2913,4489,A,1
2914,4490,A,2
2915,4491,A,1
2916,4495,B,2
2917,4496,A,1
2918,4497,A,1
2919,4498,B,0
2920,4499,B,0
2921,4502,A,0
2922,4503,A,2
2923,4507,B,1
2924,4508,A,2
2925,4509,A,1
2926,4510,B,2
2927,4511,A,2
2928,4512,B,1
2929,4515,B,1
2930,4516,B,0
2931,4517,A,2
2932,4519,B,0
2933,4520,A,0
2934,4521,B,2
2935,4522,A,1
2936,4524,A,1
2937,4525,A,1
2938,4527,A,2
2939,4528,A,0
2940,4529,B,0
2941,4530,B,1
2942,4531,A,0
2943,4532,B,1
2944,4533,A,0
2945,4534,B,2
2946,4537,A,2
2947,4539,B,0
2948,4540,B,0
2949,4542,A,2
2950,4543,A,1
2951,4544,B,1
2952,4546,A,1
2953,4549,A,2
2954,4552,B,1
2955,4553,B,1
2956,4554,B,1
2957,4555,A,1
